,amount_of_loan,interest_rate,time_to_repay,simple_interest,cibil_score,past_debt_to_repay,profit_percentage_last_year,competition_scale,sustainability,startup,management_effectivity,Total_Revenue
1302,1349820,14,1,1,725,397430,4,4,0,1,1,395139510
1303,2730441,14,6,0,385,4124001,29,10,0,0,0,423290865
1304,6007401,11,1,1,582,2286070,19,8,0,0,1,429689315
1305,1021350,8,6,0,676,1178508,48,9,1,0,1,562872705
1306,1228707,9,8,1,562,13134,30,10,0,0,0,325700085
1307,2753732,13,6,0,569,3456663,6,2,1,0,0,630729125
1308,4813010,10,9,1,549,2493466,15,6,0,0,0,450326415
1309,9269797,13,5,1,672,406457,25,6,1,1,0,442127055
1310,1300126,6,5,0,857,651316,15,3,1,0,0,341074980
1311,8160151,14,8,1,613,4683333,31,6,0,1,0,432440320
1312,4158725,10,3,1,794,2386464,37,8,1,0,0,437670405
1313,3209073,9,5,0,501,4810463,20,7,0,1,1,323510450
1314,9160672,8,2,0,694,3271192,39,3,1,1,1,492710945
1315,9586284,7,5,1,699,4430474,23,6,1,1,1,599472715
1316,7798702,6,5,1,498,1149243,9,4,0,0,0,406133310
1317,1654880,7,6,1,781,851061,3,2,0,0,1,386014510
1318,7530626,11,2,0,367,2611540,23,7,0,0,0,410766255
1319,8312191,14,2,0,567,963544,21,5,0,1,1,516749845
1320,3554031,14,5,0,568,735102,11,10,0,1,1,333222735
1321,1996720,14,6,0,744,3979758,49,2,1,0,1,131679225
1322,5918803,8,7,0,653,2842066,9,6,0,1,0,273175125
1323,7262456,7,9,1,337,3517291,9,2,1,1,1,302392645
1324,8998846,8,5,1,443,1928989,44,5,0,1,0,565700360
1325,9698659,7,8,0,431,2633262,35,4,0,1,1,436681620
1326,1828968,10,5,1,524,3012285,15,9,0,1,0,361632510
1327,7125915,6,3,0,336,3385335,45,2,1,0,0,578764805
1328,4472358,9,7,1,726,3579116,16,7,1,1,1,437351395
1329,5467954,11,2,0,726,254068,14,7,0,0,1,548367240
1330,7595965,13,4,0,330,805981,3,4,1,1,1,381631955
1331,8732124,9,2,0,422,3299594,0,9,1,0,1,542603160
1332,7678180,14,6,0,420,4573446,17,9,0,1,0,632580040
1333,4544775,10,5,0,753,2688196,49,10,1,1,0,374510075
1334,5181693,11,6,0,425,2650319,45,7,1,0,1,268757530
1335,4617312,12,8,1,839,1798797,29,2,0,0,1,327548810
1336,8671719,9,3,0,885,1163150,42,2,0,0,0,242559655
1337,9860931,10,5,0,762,3843777,13,5,0,1,0,452356910
1338,4034630,6,2,0,616,4291690,47,4,1,0,0,390195950
1339,5776916,14,5,0,310,1927645,22,6,0,0,0,311339160
1340,1506544,12,7,0,435,1412769,3,8,0,0,0,438716495
1341,8106918,8,6,0,857,1713365,47,3,0,1,0,363535620
1342,9876099,9,1,0,606,4229826,37,10,0,1,1,509134120
1343,4472518,7,4,0,311,584933,14,1,0,1,1,416778900
1344,7642448,9,7,1,464,1537948,30,9,0,0,0,224585595
1345,3733791,6,3,1,777,4645121,16,4,0,1,0,636789950
1346,9011653,8,5,1,785,4190152,7,8,1,0,1,572171810
1347,9753206,10,9,0,448,2244550,18,10,0,0,1,248006550
1348,6697888,9,8,1,514,4756072,20,6,0,0,0,220795435
1349,7088557,7,8,0,740,1433615,1,5,1,1,1,302532440
1350,9684528,11,1,1,646,399239,11,10,1,0,1,358531105
1351,5421740,13,1,0,785,1517260,48,7,1,0,0,400281630
1352,4630035,6,9,1,417,762453,0,1,0,1,0,535622170
1353,7949692,9,4,0,323,4647954,1,5,1,1,1,408246295
1354,3212304,14,1,1,531,2342378,19,6,0,1,0,512237715
1355,6777740,7,5,0,381,2976677,24,7,1,1,0,607497240
1356,1043235,13,2,0,392,4471803,25,9,1,1,1,422967840
1357,1676390,7,1,0,545,3019481,39,2,1,1,0,396559725
1358,7163147,6,3,1,630,3106004,32,7,1,1,0,325486195
1359,9154341,7,4,1,388,426251,17,6,0,1,0,509928725
1360,6469596,8,4,1,682,1515590,12,6,1,1,0,452436845
1361,3175070,10,9,0,757,3488739,34,4,0,0,1,302956935
1362,3682595,8,8,1,506,205372,21,1,1,0,0,341681245
1363,3055384,9,6,0,731,938402,23,10,0,1,1,466509785
1364,556079,10,4,0,813,2036756,21,2,0,1,1,554843800
1365,7439613,11,4,1,520,877212,36,9,1,1,1,447797330
1366,9422185,8,7,0,683,2560809,49,5,1,0,1,563110320
1367,6950195,11,4,1,320,3307764,3,4,1,0,1,307347885
1368,3574447,8,7,0,701,717353,19,9,0,0,0,342716750
1369,3600199,11,9,1,620,4830710,7,4,1,1,0,576821910
1370,4419522,14,6,1,351,3218215,25,6,0,0,0,482894270
1371,2097890,12,1,0,769,1313926,10,4,0,1,0,466401380
1372,5565745,11,5,0,761,4082482,9,7,1,1,1,454723205
1373,9259634,7,3,0,433,4428218,29,1,0,1,1,494007425
1374,4685766,13,7,1,564,1311914,25,5,0,0,0,398190180
1375,4076408,14,9,1,397,4925716,5,10,0,0,1,478388345
1376,5915041,6,8,0,624,1145428,19,8,1,0,0,241277410
1377,8547585,9,4,0,645,494709,14,4,1,1,1,382106455
1378,5245854,14,8,0,533,2843423,18,6,1,1,1,380947215
1379,2903284,13,5,1,563,4818660,41,3,1,0,1,602573755
1380,4256071,8,9,0,560,4455885,20,5,1,1,1,338924400
1381,8794535,11,5,0,363,2280984,35,10,1,0,1,623656520
1382,9053421,12,7,0,505,2688740,43,7,1,1,1,237783995
1383,8763945,14,6,1,861,2577309,30,9,1,0,0,123611265
1384,1284064,11,9,1,460,3951306,24,5,1,1,0,560398370
1385,6691453,6,3,1,548,4709663,49,1,1,1,0,609886895
1386,9745373,10,5,0,788,3988748,8,9,0,0,1,240724800
1387,3774411,12,3,1,472,1832433,12,7,1,0,0,219715400
1388,7433831,10,4,1,369,3593648,24,10,1,1,1,526971305
1389,8769897,9,7,1,469,2951765,3,10,1,1,0,349951050
1390,8015705,6,1,1,894,3629392,13,8,1,1,0,369480740
1391,6947684,7,8,1,412,4767956,8,8,0,0,1,293805290
1392,5860214,6,4,0,870,3620363,37,3,1,0,1,223682950
1393,671433,7,9,0,412,1711381,21,3,0,0,1,493421235
1394,512918,10,2,0,518,22568,7,1,0,1,1,190123025
1395,9340529,7,3,1,504,1260685,1,6,1,1,0,330776870
1396,9457178,12,8,0,674,693207,5,5,0,1,1,391251165
1397,7616369,13,9,1,665,1503012,36,10,1,0,0,175897880
1398,8420445,9,2,0,307,2393659,13,1,0,0,0,445499655
1399,8356427,13,5,0,547,3539442,26,5,1,1,0,446231480
1400,9622797,11,7,1,732,3975424,18,7,0,1,1,384627875
1401,9350393,11,9,0,521,363119,17,4,1,1,1,291953645
1402,5036487,12,5,1,580,4690642,10,2,1,1,0,318755595
1403,2063070,11,4,1,759,1826976,4,8,1,0,1,396490010
1404,2490330,10,2,0,441,4797358,23,6,0,0,0,277675940
1405,833049,11,8,1,844,2642539,46,4,0,1,0,562609540
1406,9923810,8,2,0,318,3869734,3,8,0,0,0,455947780
1407,9860133,10,5,0,333,2606984,45,4,1,0,1,354539830
1408,5993620,6,1,1,699,2283849,44,3,1,0,1,218390450
1409,2487045,8,3,1,491,3182827,12,7,1,1,1,383236130
1410,1141507,8,9,0,813,3803698,14,6,0,1,0,481152855
1411,3810937,8,6,0,516,1860370,37,10,1,1,1,530645030
1412,603397,9,5,1,623,1395020,26,6,0,1,1,418327595
1413,9672885,10,9,1,719,1834733,14,8,1,0,0,414737820
1414,4226730,13,1,0,898,717776,49,6,1,1,0,323529430
1415,4683454,12,8,0,768,4306976,46,2,0,0,1,347620160
1416,1131772,10,1,0,367,809366,35,5,0,1,1,496074055
1417,2466959,7,9,0,789,1208770,35,4,1,0,1,350966845
1418,3914582,12,5,0,825,3451889,30,4,1,1,0,317013085
1419,9374701,9,3,0,399,1905794,17,6,0,0,1,340393160
1420,5492154,13,4,1,881,3216714,39,7,1,0,0,560722855
1421,9826385,11,1,0,661,2134910,45,2,1,0,0,450973560
1422,3949581,10,5,1,388,265264,16,6,1,0,0,310974525
1423,3760477,14,9,1,591,4209662,14,3,0,1,0,360299895
1424,3243428,13,2,0,709,19271,47,3,1,0,1,768902430
1425,6572715,11,7,1,549,364255,6,2,0,1,1,803905200
1426,4808641,13,7,0,725,3272273,39,7,0,0,1,560999525
1427,5133925,6,7,0,521,2565848,17,7,0,0,0,421701655
1428,5632800,13,3,0,405,4313721,40,2,1,1,1,312736745
1429,9537620,7,4,1,457,131198,42,6,1,0,1,194603765
1430,7476725,9,7,0,330,619329,23,4,0,0,0,671431735
1431,9336008,6,8,0,585,3000344,2,4,0,0,1,518431765
1432,9306087,6,6,0,343,30431,42,9,1,0,0,608125770
1433,2265937,10,8,1,405,147675,2,7,0,1,1,546319225
1434,3300470,10,9,0,690,4422112,11,3,1,1,0,297987095
1435,2631571,13,9,0,527,4336058,19,9,0,0,0,395844325
1436,1193977,11,8,1,512,4975021,37,8,0,1,1,316600270
1437,6193856,14,7,1,888,3241881,34,1,1,1,0,294473605
1438,5271250,8,5,1,700,1894561,18,1,1,1,1,181072120
1439,5057878,11,5,0,677,1826552,10,5,1,0,1,569777410
1440,3175007,13,8,0,458,2591754,30,3,1,0,0,581874240
1441,7355120,12,3,0,544,2027538,12,8,1,0,0,259571210
1442,4390517,13,6,1,541,3535839,16,3,1,1,0,405962125
1443,2312366,6,1,0,450,2010908,6,4,1,0,0,558916470
1444,7731950,13,2,0,337,2574715,17,9,1,1,1,323502420
1445,4944305,11,6,0,888,2611099,24,1,0,1,1,411238200
1446,5981643,8,1,0,790,1276336,5,7,1,1,0,380616890
1447,2813210,11,2,1,492,4126484,34,10,0,1,1,241945360
1448,2940162,11,6,0,750,4400213,7,8,1,0,0,573059125
1449,8152760,9,9,0,696,2040965,33,6,0,0,0,379251060
1450,1644005,6,3,0,527,2447558,15,3,0,1,1,323012225
1451,1843577,6,9,1,336,626854,22,4,0,1,1,260035125
1452,4647683,6,2,1,419,1108859,28,9,0,1,0,276289670
1453,1709406,13,5,0,810,4422400,30,9,1,0,1,363313335
1454,9558476,7,2,0,809,805311,46,9,1,0,0,326705295
1455,9303016,11,8,1,837,3829009,22,10,0,1,1,709697240
1456,4326519,10,5,0,655,3564346,47,7,1,0,1,676204110
1457,7227121,13,9,0,374,1472978,47,3,1,0,1,671079145
1458,5284487,8,9,1,821,4289923,41,7,0,1,0,412559500
1459,6594570,6,4,0,618,4977924,34,2,1,0,0,343750795
1460,5177358,10,1,0,592,4726979,0,6,0,1,1,166660825
1461,3830570,11,2,1,532,4181256,47,3,1,1,1,287996315
1462,1869800,12,9,0,563,4638591,15,2,1,0,0,425877255
1463,7508185,7,2,1,483,2511116,0,8,1,0,0,425457505
1464,6983065,14,7,0,405,2451610,6,4,1,0,0,228446565
1465,2464788,6,7,0,602,334723,22,3,0,0,0,289587715
1466,2061149,9,7,0,531,47746,11,6,1,1,0,453400810
1467,4610214,9,3,1,822,3623335,0,9,1,1,1,583751435
1468,5917729,10,9,0,724,202562,40,1,0,1,1,984510850
1469,2350643,8,6,1,463,923512,21,8,0,1,0,551256945
1470,9047916,6,6,1,537,2543939,46,7,0,0,0,526795740
1471,9623197,14,2,0,575,3836726,43,10,0,0,1,507084645
1472,7729104,11,9,1,536,1944042,25,3,0,0,1,558349260
1473,3921544,11,2,1,891,413163,19,8,0,1,0,379235730
1474,4437754,14,3,1,684,1209057,30,8,1,1,0,401217490
1475,8322753,8,6,1,766,1922290,17,10,0,1,1,383934010
1476,8403816,11,1,1,743,3426570,24,10,0,0,1,518709165
1477,5753615,13,8,1,387,4461547,41,8,1,0,0,540852255
1478,639441,8,5,0,363,885432,39,9,1,1,0,526934440
1479,887160,13,5,1,474,4718143,23,1,1,0,0,241362820
1480,6730652,14,4,0,534,1913084,44,3,1,1,1,580571920
1481,1317947,8,2,1,619,153712,26,5,0,0,0,422081620
1482,1445827,10,9,0,829,1478739,13,5,0,1,0,622240320
1483,4603338,12,5,0,664,3230158,43,6,1,0,1,569155815
1484,4684377,10,6,1,569,3851180,15,4,0,1,0,474359475
1485,3260117,9,1,1,688,2505447,2,4,0,1,0,624006190
1486,8058938,12,8,1,847,4573920,5,3,0,0,1,667229490
1487,9969933,6,3,0,474,3703780,16,5,0,0,1,371882075
1488,1429214,8,4,1,352,2608052,30,10,1,1,0,232419225
1489,7755217,13,1,1,416,153349,26,5,0,0,0,448767135
1490,9642438,12,3,0,437,4972188,27,6,0,0,0,471815425
1491,4605098,12,2,1,865,465856,8,6,1,0,0,664370080
1492,2787320,12,2,0,723,1337164,30,6,1,0,1,419181330
1493,8417440,12,4,0,664,1599113,27,10,1,0,0,386568215
1494,3426721,6,1,1,468,947173,29,10,1,0,1,446505595
1495,4282179,9,9,1,748,1977295,38,9,1,1,1,411330910
1496,7443905,9,6,0,759,465818,0,2,0,1,0,659883135
1497,9474026,10,6,1,459,4746042,43,8,0,0,1,517172150
1498,4245749,10,1,1,811,795442,8,9,1,1,1,147200850
1499,5749800,6,2,0,488,1741850,20,9,1,1,1,228575410
1500,4870671,8,7,0,474,3182219,9,3,0,1,1,415955460
1501,3419812,8,6,0,310,4489076,32,10,1,1,0,440889340
1502,9766054,12,4,1,481,4678455,12,9,1,0,0,201813975
1503,9448852,12,6,1,430,3500731,43,4,1,1,0,235649110
1504,2623930,7,4,0,639,2151073,16,5,0,1,0,365588015
1505,8968181,11,5,1,315,4149649,31,3,1,0,0,616317830
1506,4325925,10,7,1,413,3635901,28,1,0,1,0,235098325
1507,9655891,6,1,1,676,2532980,37,9,0,0,0,438223380
1508,7386367,12,4,0,671,563174,9,5,0,1,0,460614670
1509,4100650,6,4,0,684,4236276,16,6,0,0,1,516107445
1510,2756938,6,6,1,386,1850939,21,6,0,0,1,270843140
1511,8792453,12,9,0,890,4370565,10,10,1,1,0,334034130
1512,3172197,7,5,1,782,1790341,47,1,1,0,0,484198780
1513,3386078,7,1,0,619,3777552,12,2,0,0,0,354247100
1514,6840884,12,7,1,353,1238690,7,9,1,1,0,628662495
1515,5326679,13,9,1,864,2425841,7,10,0,1,1,670331260
1516,3823335,14,9,0,448,2579410,41,4,1,1,0,437591200
1517,1143789,12,9,1,720,1475246,2,8,0,1,1,457417270
1518,8157973,14,6,1,326,2027409,9,1,0,1,1,420885880
1519,3264727,13,7,0,844,2667567,17,10,0,0,0,525405455
1520,1070593,6,8,0,527,2507442,32,4,0,1,0,557968930
1521,6331392,9,3,1,425,2715652,28,6,0,1,0,230830745
1522,1095322,9,1,1,679,2823611,37,9,0,0,0,404963120
1523,4722898,13,6,1,562,2657868,23,5,1,1,1,532526970
1524,5729572,6,9,1,556,1175388,6,3,1,1,0,452761695
1525,5920002,11,1,1,763,3005854,36,1,0,0,0,567945475
1526,8576217,11,3,0,625,1366073,10,6,0,0,1,128410285
1527,7290601,10,6,1,531,4762515,26,1,1,1,1,387465020
1528,9075094,11,9,1,692,3825610,2,10,0,1,1,281759925
1529,5409544,14,2,0,698,682398,30,4,1,1,0,526443880
1530,5271255,9,8,1,391,2916017,39,10,1,1,1,330699855
1531,2798554,6,2,0,403,3906212,37,4,1,0,0,528092950
1532,936370,12,1,0,548,1130933,8,3,1,0,1,163980630
1533,1345351,7,2,1,821,3073246,9,5,1,1,0,603727155
1534,7368361,10,4,1,587,3931275,31,7,1,1,1,399147575
1535,9194426,7,7,0,374,1180579,22,6,0,0,1,754799925
1536,5065032,13,9,0,363,2800003,33,10,1,1,0,302006110
1537,1590279,10,1,0,779,971804,13,6,0,0,1,437062315
1538,5960115,9,5,0,549,4636764,10,6,1,0,0,289067225
1539,9565892,9,2,1,748,4055834,7,5,0,1,0,511395660
1540,2686383,6,7,0,662,2502159,2,6,1,1,1,555127770
1541,7612158,13,5,0,631,3795966,3,8,1,1,1,389566325
1542,5926900,9,9,1,465,3326238,23,1,0,1,1,388654190
1543,5985200,9,9,1,790,2456054,3,9,0,0,0,326558200
1544,3109902,11,4,1,331,1632488,22,8,1,0,1,223973855
1545,8463789,7,1,0,591,3770487,30,4,0,1,1,478850800
1546,8906682,12,6,0,823,365418,34,10,0,0,1,635111315
1547,8318904,8,4,0,322,156080,45,3,0,0,0,349721465
1548,2146191,12,9,1,700,2439797,42,9,0,0,0,772865600
1549,9326635,11,6,1,582,1193648,41,10,0,0,0,605617490
1550,7976421,10,7,0,831,2164383,14,8,1,1,1,510377675
1551,9206035,10,3,0,392,4261641,23,1,0,0,1,327450260
1552,1803893,8,8,0,618,2581136,13,6,1,1,1,188573600
1553,5817398,10,9,0,645,1601015,10,7,0,0,0,465276085
1554,3100444,8,5,0,861,1209458,16,8,0,1,0,188298755
1555,6397075,13,8,0,675,726193,45,4,1,0,1,455534235
1556,7939538,8,9,1,432,3315196,12,8,1,0,0,530648315
1557,2688116,8,9,1,794,2018690,44,9,1,0,0,266486135
1558,2537030,14,4,1,311,3081560,31,8,1,1,0,592693570
1559,1489829,13,9,1,521,2909425,23,3,1,1,1,385118435
1560,3693911,6,6,1,709,400658,24,7,0,1,1,400591515
1561,2574638,6,1,0,752,4501701,18,1,1,1,1,215385770
1562,7811530,7,3,0,408,169820,25,4,1,0,0,245156265
1563,5707533,12,9,0,713,700584,42,1,1,0,0,635994250
1564,5889095,12,4,1,738,1612032,49,10,0,1,0,643282205
1565,1596829,7,5,0,447,2059241,25,10,0,0,0,375166345
1566,2539814,9,6,1,602,2092756,20,10,1,1,0,500630350
1567,5601042,10,5,0,752,2812184,32,10,0,0,1,535246585
1568,7457430,7,1,0,571,1997567,14,8,0,0,0,618562215
1569,4297364,8,4,1,348,1175367,26,6,1,0,0,386896350
1570,2217974,13,7,0,436,510696,9,9,1,0,0,611029345
1571,7910485,13,8,1,469,4098993,31,8,0,0,1,552094985
1572,6698114,10,5,1,711,137199,19,2,1,1,0,302693770
1573,4229561,7,7,0,371,821990,9,1,1,0,0,610957075
1574,1307070,11,6,1,538,4611473,41,9,1,1,0,410861885
1575,8426729,7,4,1,633,4446059,44,7,0,1,0,153965760
1576,7371510,13,7,1,522,3951320,32,7,1,1,1,463055425
1577,2883623,14,4,1,796,2498109,8,1,1,0,0,451053860
1578,8359720,8,7,1,337,3546051,30,5,1,1,0,248332130
1579,3466462,12,8,0,471,4910374,10,4,1,0,0,654053720
1580,5922475,11,6,0,494,4093984,6,5,1,1,1,354156580
1581,1085909,6,2,0,737,3733485,4,8,1,0,0,518539805
1582,8337881,13,5,0,553,1458387,17,5,1,0,0,274613955
1583,1057410,13,6,0,878,953115,20,5,1,0,0,677052005
1584,5057836,7,3,1,640,765198,10,4,0,0,0,469327220
1585,8156083,12,4,1,750,1046197,9,1,1,1,0,122074615
1586,5385735,8,7,0,647,4968015,23,6,1,0,0,202481195
1587,1357619,9,4,0,838,3391954,35,3,0,0,0,244646725
1588,4321741,13,5,0,863,290316,25,4,0,1,1,420466130
1589,6909838,6,2,0,540,710459,22,2,0,1,1,523747260
1590,5839719,10,1,1,713,4350868,42,9,0,0,0,336882225
1591,8849654,9,8,0,731,1666237,32,7,1,0,0,699220280
1592,1349590,11,5,1,636,2379194,13,2,1,1,0,160081700
1593,5833312,8,4,0,821,3696142,13,7,0,0,1,414915575
1594,859152,14,1,0,558,4194806,35,6,1,0,0,551798240
1595,1390458,11,4,0,572,3311877,38,8,1,0,1,397988700
1596,1348368,9,2,1,323,163912,1,8,1,1,1,548470900
1597,4938165,12,5,0,685,304096,6,8,0,0,0,367162625
1598,4643806,10,9,1,328,292277,14,2,1,1,1,486299355
1599,7831893,10,2,0,848,906226,20,1,0,0,1,331553590
1600,6897280,6,9,0,740,3682231,12,10,1,0,1,296480010
1601,693943,6,6,1,583,2887126,27,5,1,1,1,425421735
1602,1707035,9,1,1,709,4473375,36,4,0,0,1,389528730
1603,6631672,12,1,1,879,1474337,48,7,0,1,1,128703380
1604,2082695,8,3,1,848,1026717,14,8,1,1,0,440630190
1605,1185989,14,2,1,409,2552460,20,6,0,0,0,335275860
1606,4082901,10,7,0,650,1572413,37,9,1,0,1,574639940
1607,8202571,12,4,1,383,2591485,4,3,0,1,0,342683170
1608,1829689,12,8,0,442,1629945,31,3,0,1,0,530995065
1609,7330503,14,4,0,595,2792507,48,6,1,0,1,452631390
1610,5362513,11,7,1,322,2001436,23,5,1,0,0,579409760
1611,7612732,6,6,1,461,1483793,28,1,0,0,0,456819765
1612,3799276,12,3,1,815,1370098,19,9,1,0,1,412774120
1613,5291151,8,8,1,886,3068097,7,2,0,1,0,501461090
1614,923835,8,9,1,580,1481069,49,4,1,1,0,526270505
1615,3668982,9,7,1,301,3070331,10,7,1,1,1,453206630
1616,5592592,12,9,0,529,4077721,20,4,1,1,0,466798135
1617,1146954,13,9,0,425,2870023,20,3,1,1,1,596174575
1618,2999338,11,4,0,652,4966730,8,3,1,1,1,550556510
1619,6477842,7,7,1,769,3904145,41,10,0,0,0,414778700
1620,3990542,12,8,1,731,3294668,1,8,1,0,0,563867695
1621,8325488,6,3,1,652,3373720,44,10,0,0,0,555948290
1622,7103947,12,7,1,336,4933959,19,8,0,0,1,400684225
1623,7657652,7,9,1,883,3915317,18,4,1,1,1,815753830
1624,4707181,9,9,1,841,3770773,30,7,0,0,1,484029785
1625,3435545,7,7,1,839,4923653,3,5,0,0,1,670562305
1626,695640,14,5,1,530,4326251,28,1,1,1,1,366717690
1627,6343945,11,6,0,716,3144435,12,2,0,0,1,493866900
1628,3496577,7,6,1,790,4049954,32,8,1,0,1,387292375
1629,6924496,7,5,1,670,1280603,23,4,0,1,1,173024965
1630,8016865,12,6,0,564,4750101,4,4,1,0,0,576890530
1631,8422629,6,7,0,870,3857806,14,1,0,0,0,312488910
1632,5042062,7,9,0,699,4417326,31,2,0,1,1,424599755
1633,4911030,13,2,1,689,4829989,5,4,1,0,0,269734635
1634,7157072,6,1,1,723,4482534,44,6,1,0,1,408117815
1635,2809721,14,2,1,801,4223731,40,8,1,1,0,412093395
1636,5326276,6,4,1,593,2530487,13,2,1,1,0,544697530
1637,618803,11,7,0,415,4782439,30,5,1,1,1,391604850
1638,6932725,9,7,1,813,224184,18,9,1,0,1,184066945
1639,1363993,11,5,0,625,4811323,20,1,0,1,0,427244545
1640,3536917,14,3,0,461,2024102,13,6,0,1,1,296826030
1641,1245781,14,3,0,622,860399,19,3,0,0,0,447812660
1642,5587517,13,9,0,696,2548606,43,6,0,1,0,614263610
1643,7380564,13,3,1,443,4531499,13,3,0,1,1,554549610
1644,4279054,7,9,1,657,2488871,38,4,1,1,1,404135665
1645,1571565,11,8,0,352,163964,25,4,1,0,0,407623240
1646,7277263,8,7,1,509,956372,32,8,1,1,0,535822190
1647,9473639,10,8,1,647,2917612,45,9,0,0,0,593063315
1648,7051780,12,2,0,719,4469346,16,10,1,1,1,423328095
1649,9181959,6,5,1,395,3450210,10,1,0,0,1,325271210
1650,8801342,7,8,1,561,2573745,14,5,0,0,0,750277575
1651,1671999,11,9,0,396,2477139,23,6,1,0,1,444232740
1652,8672312,14,3,1,536,628657,29,2,0,0,1,636072360
1653,9936788,6,8,1,830,2231926,23,5,1,0,0,158388100
1654,3099270,6,7,1,484,670428,18,3,1,0,0,419526620
1655,3748866,14,9,1,419,2501890,30,10,0,0,0,305648080
1656,6470149,10,7,0,865,91441,33,8,1,1,1,518020410
1657,1851305,6,1,0,837,3115656,36,6,1,0,1,277869025
1658,7683210,9,5,1,778,2697062,36,5,0,1,1,215299630
1659,6554042,12,1,0,837,2627150,13,6,1,1,0,375970440
1660,9198540,7,6,0,464,135022,17,2,1,0,1,368868635
1661,7001160,14,3,0,621,2744124,15,10,1,0,0,399557105
1662,7619371,9,8,1,515,4412265,18,7,1,0,1,235020580
1663,5026530,7,4,0,860,520411,36,1,1,1,0,412474090
1664,5152563,11,1,0,356,1129983,26,2,1,1,1,503137170
1665,8842583,9,7,1,610,2870395,39,2,1,1,1,364222185
1666,8986769,8,9,1,317,385470,25,4,1,0,1,390724470
1667,7173209,14,7,0,555,344228,13,7,1,0,1,367958325
1668,6606036,11,9,1,676,4471793,13,9,0,1,1,488540090
1669,9077900,12,6,1,335,4087853,42,3,1,1,1,558685790
1670,4910396,9,8,0,823,1509210,20,1,0,0,1,428697245
1671,1648062,10,2,1,798,2029126,29,4,0,0,0,284719345
1672,6517899,6,3,1,318,522005,41,10,0,1,1,333244270
1673,5740119,9,2,1,742,2141298,2,10,0,1,0,203375080
1674,1999600,8,7,0,687,2275620,12,7,0,1,1,354664660
1675,2989369,9,1,0,783,2704932,11,10,1,1,1,651831965
1676,1734316,14,5,1,649,204335,14,9,1,0,1,279569195
1677,3990289,12,3,1,786,1062655,27,1,1,0,1,460072280
1678,6465907,11,4,0,733,4613691,25,2,1,1,1,593866680
1679,9228024,7,9,1,650,66888,14,2,1,0,0,256187295
1680,1699316,8,3,1,473,2681462,25,8,1,1,1,355990340
1681,6346890,6,7,0,607,2720791,49,4,0,1,1,455193690
1682,5056877,7,6,1,870,3312657,45,9,0,0,1,361547465
1683,2613613,8,8,0,606,4253927,31,8,0,1,1,485305460
1684,4647978,13,9,0,358,705823,23,3,1,0,0,545453810
1685,6918669,6,6,1,800,3829930,42,6,0,1,1,358494240
1686,7917470,11,4,1,791,3649963,23,7,1,1,1,357156880
1687,8154104,10,5,1,897,4640296,13,3,1,0,0,325978215
1688,703018,13,4,1,357,4063253,27,10,1,0,1,465494355
1689,2225571,6,8,1,800,4378764,1,4,0,0,1,410763335
1690,2168822,14,3,1,355,111593,49,10,1,0,1,356425785
1691,6597561,13,3,1,387,132140,33,6,1,1,1,387149660
1692,3852908,12,8,1,765,636601,17,4,1,1,0,253666605
1693,3572278,8,9,1,755,3580826,17,4,1,1,1,378210810
1694,3701187,7,1,1,783,4821162,19,7,1,0,0,419392665
1695,8507141,8,8,1,798,202042,47,2,1,0,1,516570630
1696,4611183,11,2,0,471,1280012,15,3,0,1,0,325025930
1697,9725868,8,9,0,403,4541280,49,6,0,0,0,428053385
1698,7170195,10,1,0,677,3954418,26,2,0,0,0,355754550
1699,6810393,12,8,1,809,4084144,36,7,1,1,1,556485205
1700,7241906,14,9,1,745,4813946,27,1,1,0,0,686258765
1701,1224940,10,4,0,598,2496872,29,3,1,0,0,840220145
1702,8699189,13,5,1,438,1885794,42,6,1,0,1,680418400
1703,6186975,9,4,1,366,4798624,48,3,1,0,0,270742400
1704,4241895,10,9,0,577,4649505,21,2,1,1,0,379678110
1705,1792329,14,8,0,698,2051742,28,3,1,0,0,568306460
1706,5907473,14,6,0,644,4910738,25,8,0,1,1,246888555
1707,2074485,8,6,0,659,4490374,16,3,1,0,1,397884310
1708,9746221,10,3,1,507,4995871,39,5,1,1,1,270439450
1709,9678350,12,6,1,381,2918173,43,8,0,1,0,506655770
1710,5819773,13,5,0,439,2420182,24,2,0,1,0,341323545
1711,4372314,8,5,1,589,4927016,17,3,1,1,1,341376105
1712,4288938,13,9,1,380,3692087,37,2,1,1,1,221311910
1713,5545657,8,5,0,447,2911946,1,7,0,0,1,590122510
1714,6865903,12,6,1,628,785409,46,1,0,1,0,220980855
1715,6628959,11,7,1,508,1294224,44,6,1,0,0,409104775
1716,8563310,13,4,0,702,4512160,24,8,0,0,0,277617905
1717,3148585,9,1,1,529,3146269,29,5,1,1,0,501576065
1718,2145138,11,2,1,863,1763054,7,5,1,1,0,322085855
1719,3379452,6,8,0,620,2364100,40,3,0,1,0,463696000
1720,7148197,9,5,1,560,1258354,15,7,0,1,1,390794915
1721,5190180,6,1,1,355,400251,5,2,0,1,0,314102210
1722,8759016,10,1,0,898,4935760,8,10,1,0,1,534572430
1723,6445731,13,9,0,320,1280332,32,4,1,1,0,487819215
1724,8600720,9,2,0,806,1296827,20,8,1,0,0,333432610
1725,2510341,11,9,1,613,2730989,48,5,0,0,0,388617325
